0	960	0	10000
224	960	0	9502
37	960	0	8844
28	960	0	8114
26	960	0	7364
27	960	0	6625
26	960	0	5874
27	960	0	5133
456	960	0	7832
37	960	0	7167
28	960	0	6433
30	960	0	5716
26	960	0	4969
47	960	0	4392
38	960	0	3737
58	960	0	3243
733	960	0	8157
42	960	0	7531
30	960	0	6811
25	960	0	6058
43	960	0	5446
27	960	0	4706
25	960	0	3950
27	960	0	3211
773	960	0	8437
63	960	0	7981
60	960	0	7504
28	960	0	6769
25	960	0	6014
30	960	0	5295
26	960	0	4549
31	960	0	3845
739	960	0	8808
47	960	0	8226
29	960	0	7506
31	960	0	6797
27	960	0	6053
26	960	0	5304
37	960	0	4647
45	960	0	4053
748	960	0	9080
54	960	0	8559
64	960	0	8117
54	960	0	7594
53	960	0	7063
51	960	0	6517
25	960	0	5764
28	960	0	5032
668	960	0	9419
35	960	0	8742
178	960	0	9189
42	960	0	8569
25	960	0	7815
27	960	0	7075
30	960	0	6361
25	960	0	5602
648	960	0	9828
35	960	0	9133
45	960	0	8534
36	960	0	7864
102	960	0	7724
46	960	0	7134
70	960	0	6737
69	960	0	6336
2434	960	0	10000
75	960	0	9246
26	960	0	8501
34	960	0	7817
27	960	0	7074
25	960	0	6320
24	960	0	5559
26	960	0	4809
26	960	0	4060
24	960	0	3299
26	960	0	2555
25	960	0	1798
25	960	0	1039
24	960	0	278
109	960	960	1154
41	960	960	527
98	960	960	359
49	960	1920	757
33	960	2880	1022
36	960	3840	1314
23	960	4800	1505
41	960	5760	1838
26	960	6720	2051
47	960	7680	2430
668	960	8640	7775
39	960	9600	8089
26	960	10560	8297
23	960	11520	8487
25	960	12480	8689
23	960	13440	8878
24	960	14400	9078
27	960	15360	9294
815	960	6720	6221
54	960	7680	6652
34	960	8640	6927
24	960	9600	7124
25	960	10560	7328
24	960	11520	7523
27	960	12480	7745
26	960	13440	7953
781	960	4800	4608
53	960	5760	5032
36	960	6720	5327
25	960	7680	5531
25	960	8640	5736
23	960	9600	5927
22	960	10560	6108
24	960	11520	6303
818	960	2880	3250
91	960	3840	3984
34	960	4800	4257
23	960	5760	4448
24	960	6720	4642
22	960	7680	4826
31	960	8640	5075
24	960	9600	5269
731	960	960	1523
103	960	1920	2355
55	960	2880	2805
32	960	3840	3058
99	960	4800	3856
93	960	5760	4609
73	960	6720	5194
34	960	7680	5473
495	960	0	798
56	960	960	1252
35	960	960	574
24	960	1920	773
21	960	2880	944
20	960	3840	1109
22	960	4800	1290
20	960	5760	1457
804	960	6720	7896
51	960	7680	8307
23	960	8640	8497
22	960	9600	8680
20	960	10560	8846
23	960	11520	9036
26	960	11520	8289
59	960	12480	8765
781	960	2880	4015
114	960	3840	4931
65	960	4800	5454
22	960	5760	5630
22	960	6720	5810
20	960	7680	5970
39	960	8640	6285
43	960	9600	6627
656	960	2880	4201
92	960	1920	3020
34	960	1920	2335
35	960	1920	1657
28	960	2880	1888
30	960	2880	1169
34	960	2880	484
1167	960	0	5988
