0	150	0	65507
2574	130	0	65507
1257	106	0	65507
3555	106	0	65507
1507	150	0	65507
4337	130	0	65507
186	106	0	65507
4201	162	0	65507
833	114	0	65507
2092	162	0	65507
2331	74	0	65507
281	130	0	65507
1453	174	0	65507
2767	150	0	65507
808	110	0	65507
2239	142	0	65507
5044	130	0	65507
5041	106	0	65507
4660	130	0	65507
4870	102	0	65507
4744	130	0	65507
4763	102	0	65507
4601	130	0	65507
6152	138	0	65507
4991	130	0	65507
6114	142	0	65507
4997	130	0	65507
5448	130	0	65507
4941	130	0	65507
4907	142	0	65507
5033	130	0	65507
4768	166	0	65507
628	134	0	65507
2794	74	0	65507
3972	166	0	65507
2680	130	0	65507
774	74	0	65507
4026	130	0	65507
931	150	0	65507
3563	106	0	65507
1522	130	0	65507
3467	154	0	65507
868	150	0	65507
165	122	0	65507
2342	142	0	65507
2241	106	0	65507
238	130	0	65507
2634	162	0	65507
1652	166	0	65507
551	142	0	65507
4672	74	0	65507
139	130	0	65507
4198	150	0	65507
1021	1024	0	65507
73	218	0	65507
49	150	0	65507
1970	142	0	65507
11239	162	0	65507
3425	74	0	65507
134	130	0	65507
4035	162	0	65507
717	122	0	65507
2755	74	0	65507
4274	150	0	65507
2346	130	0	65507
1237	106	0	65507
3671	122	0	65507
1471	150	0	65507
4320	130	0	65507
184	106	0	65507
4208	162	0	65507
522	134	0	65507
4421	74	0	65507
600	130	0	65507
4046	150	0	65507
1329	106	0	65507
1651	142	0	65507
18311	64	0	65507
2753	130	0	65507
4915	114	0	65507
4816	130	0	65507
4764	106	0	65507
1481	154	0	65507
3096	142	0	65507
237	130	0	65507
1166	66	0	65507
2968	162	0	65507
1041	162	0	65507
2406	138	0	65507
246	74	0	65507
6015	130	0	65507
3465	1024	0	65507
92	218	0	65507
53	162	0	65507
1778	138	0	65507
1667	74	0	65507
3908	162	0	65507
902	1024	0	65507
64	66	0	65507
1039	1024	0	65507
64	66	0	65507
1145	1024	0	65507
67	66	0	65507
1142	1024	0	65507
67	66	0	65507
50	130	0	65507
94	74	0	65507
1050	1024	0	65507
51	66	0	65507
1500	1024	0	65507
74	66	0	65507
1715	150	0	65507
410	66	0	65507
2136	1024	0	65507
67	66	0	65507
1103	1024	0	65507
64	66	0	65507
54	106	0	65507
2445	142	0	65507
2796	150	0	65507
4406	130	0	65507
445	106	0	65507
4340	162	0	65507
146	146	0	65507
4963	74	0	65507
159	130	0	65507
4272	150	0	65507
534	126	0	65507
2485	142	0	65507
882	162	0	65507
3988	174	0	65507
4524	162	0	65507
4045	174	0	65507
1831	130	0	65507
985	162	0	65507
3994	130	0	65507
159	174	0	65507
2734	162	0	65507
1976	130	0	65507
2108	174	0	65507
2696	122	0	65507
166	162	0	65507
4262	174	0	65507
2624	162	0	65507
1596	130	0	65507
2342	174	0	65507
2627	110	0	65507
293	162	0	65507
3924	174	0	65507
652	130	0	65507
2291	162	0	65507
2650	134	0	65507
1607	174	0	65507
2616	162	0	65507
4061	174	0	65507
2800	162	0	65507
3991	130	0	65507
153	174	0	65507
2730	162	0	65507
2435	150	0	65507
1480	174	0	65507
2963	162	0	65507
636	130	0	65507
3449	174	0	65507
1616	118	0	65507
1183	162	0	65507
3677	130	0	65507
536	174	0	65507
2625	162	0	65507
2081	142	0	65507
1913	174	0	65507
2904	162	0	65507
227	130	0	65507
3805	174	0	65507
879	130	0	65507
1955	162	0	65507
2871	130	0	65507
1141	174	0	65507
2869	162	0	65507
3997	174	0	65507
2065	110	0	65507
782	162	0	65507
4038	174	0	65507
124	130	0	65507
2734	162	0	65507
4056	174	0	65507
841	106	0	65507
2050	162	0	65507
2893	130	0	65507
1185	174	0	65507
2714	162	0	65507
1137	106	0	65507
2820	174	0	65507
1863	130	0	65507
1042	162	0	65507
3876	102	0	65507
328	174	0	65507
2684	162	0	65507
1816	130	0	65507
2322	174	0	65507
2718	162	0	65507
111	106	0	65507
3831	174	0	65507
871	130	0	65507
2062	162	0	65507
2841	134	0	65507
1342	174	0	65507
2701	162	0	65507
1066	130	0	65507
3115	174	0	65507
2682	162	0	65507
449	138	0	65507
3634	174	0	65507
1332	130	0	65507
1443	162	0	65507
3952	174	0	65507
145	126	0	65507
2794	162	0	65507
2042	130	0	65507
2138	174	0	65507
2680	162	0	65507
315	138	0	65507
3620	174	0	65507
1479	130	0	65507
1452	162	0	65507
3686	138	0	65507
490	174	0	65507
2705	162	0	65507
3173	130	0	65507
972	174	0	65507
2704	162	0	65507
1447	126	0	65507
2571	174	0	65507
2260	130	0	65507
612	162	0	65507
3936	174	0	65507
716	134	0	65507
2205	162	0	65507
2895	130	0	65507
1414	174	0	65507
2591	162	0	65507
1104	122	0	65507
2853	174	0	65507
1955	130	0	65507
958	162	0	65507
3938	174	0	65507
275	122	0	65507
2662	162	0	65507
2295	130	0	65507
1635	174	0	65507
2931	162	0	65507
475	106	0	65507
3465	174	0	65507
1280	130	0	65507
1656	162	0	65507
3336	130	0	65507
738	174	0	65507
