0	136	0	660000
32978	136	0	660000
32995	160	0	660000
32997	136	0	660000
32997	136	0	660000
33037	136	0	660000
32994	160	0	660000
32974	136	0	660000
32992	136	0	660000
33002	136	0	660000
32995	528	0	660000
33000	136	0	660000
33001	136	0	660000
32999	136	0	660000
33011	160	0	660000
32990	136	0	660000
33007	136	0	660000
33002	136	0	660000
33003	160	0	660000
32988	136	0	660000
32996	136	0	660000
33019	136	0	660000
32982	160	0	660000
33000	136	0	660000
33036	136	0	660000
32991	136	0	660000
33043	51024	0	660000
32938	448	0	660000
33009	1480	0	660000
32998	7888	0	660000
33036	61285	0	660000
358	65507	0	599882
32620	34656	0	660000
32998	34656	0	660000
32968	192	0	660000
33018	10578	0	660000
167	65507	0	649810
97	65507	0	584733
32749	41704	0	660000
33025	44288	0	660000
32947	224	0	660000
33005	2202	0	660000
139	65507	0	658093
90	65507	0	592983
32787	35208	0	660000
33000	35720	0	660000
32970	192	0	660000
33023	21327	0	660000
172	65507	0	639075
81	65507	0	573929
32753	46544	0	652714
33003	51360	0	660000
32995	47600	0	660000
33007	54741	0	660000
144	65507	0	605608
32843	41048	0	660000
33000	41048	0	660000
32998	50008	0	660000
32987	7162	0	660000
152	65507	0	653192
83	65507	0	588054
32756	208	0	660000
33032	57008	0	660000
32968	4685	0	660000
169	65507	0	655636
32835	12850	0	660000
130	65507	0	647482
101	65507	0	582423
32791	65360	0	660000
32968	5445	0	660000
129	65507	0	654900
32863	192	0	660000
33040	13636	0	660000
136	65507	0	646636
78	65507	0	581475
32815	59336	0	660000
32949	4245	0	660000
168	65507	0	656155
32855	64472	0	660000
33006	45349	0	660000
139	65507	0	614966
32815	2709	0	660000
116	65507	0	657553
32896	2709	0	660000
209	65507	0	657557
32824	59528	0	660000
33063	61477	0	660000
159	65507	0	598861
32779	50480	0	660000
33062	60456	0	660000
32901	672	0	660000
33017	56405	0	660000
133	65507	0	603881
32878	52792	0	660000
32991	54512	0	660000
33007	54512	0	660000
32979	18436	0	660000
173	65507	0	641979
87	65507	0	576859
32764	53240	0	655694
32998	59760	0	660000
33004	58024	0	660000
32973	36533	0	660000
140	65507	0	623861
32835	536	0	660000
33034	59072	0	660000
33000	55144	0	660000
32993	53469	0	660000
145	65507	0	606947
32857	56952	0	660000
33001	57944	0	660000
32998	57944	0	660000
32991	37429	0	660000
128	65507	0	622913
32882	57080	0	660000
32999	57080	0	660000
33000	55440	0	660000
32986	20180	0	660000
200	65507	0	640288
83	65507	0	575149
32740	49944	0	653880
32977	42680	0	660000
32984	744	0	660000
33023	31349	0	660000
