0	1024	0	170000
247	494	0	168989
88	154	0	168511
566	826	0	168456
3399	142	0	168225
5959	162	0	169127
12118	1024	0	170000
56	218	0	168982
4622	64	0	169573
1755	66	0	169817
16582	1024	0	170000
66	66	0	168983
4726	66	0	169744
15211	1024	0	170000
65	66	0	168982
1091	1024	0	169107
65	66	0	168095
8043	150	0	169437
3323	142	0	169869
4515	158	0	170000
43834	154	0	170000
3079	142	0	170000
5407	162	0	170000
1292	1024	0	170000
65	494	0	168983
1591	1024	0	168767
64	494	0	167755
1020	1024	0	167439
63	254	0	166426
8050	1024	0	167582
66	218	0	166570
2183	154	0	166734
3579	106	0	167207
30060	66	0	170000
12238	162	0	170000
3947	1024	0	170000
64	66	0	168983
104	174	0	168935
980	1024	0	168933
109	66	0	167928
3312	162	0	168442
982	1024	0	168452
125	66	0	167450
1836	1024	0	167705
65	66	0	166693
1906	1024	0	166961
63	66	0	165948
108	174	0	165901
142	150	0	165752
1643	1024	0	165890
194	66	0	164900
1765	1024	0	165143
65	66	0	164130
89	162	0	164080
1812	1024	0	164235
63	66	0	163222
1577	66	0	163433
570	174	0	163467
1914	1024	0	163628
63	66	0	162615
49	106	0	162558
826	162	0	162597
912	1024	0	162594
70	66	0	161582
2876	150	0	162020
226	174	0	161910
2791	162	0	162225
1123	142	0	162259
3094	174	0	162659
586	158	0	162588
2076	162	0	162794
6149	174	0	163709
713	162	0	163659
659	66	0	163613
3267	174	0	164119
2965	162	0	164464
4392	174	0	165072
4096	162	0	165615
4062	174	0	166164
2816	162	0	166483
4195	174	0	167056
2683	162	0	167352
3962	174	0	167884
2957	162	0	168228
4103	174	0	168784
2770	162	0	169096
1236	1024	0	169150
64	494	0	168137
773	674	0	167779
1760	162	0	167413
88	64	0	167266
340	174	0	167262
2595	162	0	167543
552	90	0	167477
3458	174	0	167993
613	162	0	167926
2265	162	0	168161
1270	90	0	168222
2702	174	0	168605
2919	162	0	168942
4110	158	0	169500
188	174	0	169374
2553	162	0	169648
3969	174	0	170000
2886	162	0	170000
3993	174	0	170000
2877	162	0	170000
4245	174	0	170000
3992	1024	0	170000
64	494	0	168982
216	162	0	168526
306	206	0	168418
4819	174	0	169056
5003	162	0	169758
4247	174	0	170000
4275	162	0	170000
158	158	0	169862
4061	174	0	170000
2654	162	0	170000
4062	174	0	170000
518	630	0	169913
2283	162	0	169683
3952	174	0	170000
2916	162	0	170000
64	66	0	169845
4119	174	0	170000
2683	162	0	170000
4002	174	0	170000
2855	162	0	170000
4045	174	0	170000
2827	162	0	170000
4395	1024	0	170000
61	66	0	168983
110	174	0	168936
3950	162	0	169454
689	66	0	169413
3496	174	0	169959
2676	162	0	170000
3967	174	0	170000
2911	162	0	170000
4163	174	0	170000
2707	162	0	170000
3830	1024	0	170000
69	66	0	168983
265	174	0	168964
2711	162	0	169264
2632	150	0	169563
1369	174	0	169653
2871	162	0	169982
3959	174	0	170000
2893	162	0	170000
